path,title,suggested_slug,goal,week,day,kind,tier,technologies,file_count,size_bytes,lines,source_files,entry_points,has_readme,readme_path,test_files,syntax_errors,completion_score,quality_score
Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXP,ExercisesXP,week5miniprojectandtypescript-day4advancedtypescriptconceptsandapplications-exercises-exercisesxp,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week5MiniProjectAndTypeScript,Day4AdvancedTypeScriptConceptsAndApplications,Exercise,XP,TypeScript,3,5752,184,Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXP/ExercisesXP.ts,Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXP/ExercisesXP.ts,True,Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXP/README.md,,,unverified,unverified
Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXPGold,ExercisesXPGold,week5miniprojectandtypescript-day4advancedtypescriptconceptsandapplications-exercises-exercisesxpgold,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week5MiniProjectAndTypeScript,Day4AdvancedTypeScriptConceptsAndApplications,Exercise,XP Gold,TypeScript,3,6981,248,Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXPGold/ExercisesXPGold.ts,Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXPGold/ExercisesXPGold.ts,True,Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXPGold/README.md,,,unverified,unverified
Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXP,ExercisesXP,week6databasesandnodejs-day1introductiontodatabases-exercises-exercisesxp,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week6DatabasesAndNodejs,Day1IntroductionToDatabases,Exercise,XP,SQL,4,7444,230,Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXP/items_customers.sql,Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXP/items_customers.sql,True,Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXP/README.md,,,unverified,unverified
Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXPGold,ExercisesXPGold,week6databasesandnodejs-day1introductiontodatabases-exercises-exercisesxpgold,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week6DatabasesAndNodejs,Day1IntroductionToDatabases,Exercise,XP Gold,SQL,3,4223,136,Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXPGold/exercisesxpgold.sql,Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXPGold/exercisesxpgold.sql,True,Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXPGold/README.md,,,unverified,unverified
Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXPPlus,ExercisesXPPlus,week6databasesandnodejs-day1introductiontodatabases-exercises-exercisesxpplus,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week6DatabasesAndNodejs,Day1IntroductionToDatabases,Exercise,XP Plus,SQL,3,6574,190,Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXPPlus/exercisesxpplus.sql,Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXPPlus/exercisesxpplus.sql,True,Week6DatabasesAndNodejs/Day1IntroductionToDatabases/Exercises/ExercisesXPPlus/README.md,,,unverified,unverified
Week6DatabasesAndNodejs/Day2DatabaseConcepts1/Exercises/ExercisesXP,ExercisesXP,week6databasesandnodejs-day2databaseconcepts1-exercises-exercisesxp,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week6DatabasesAndNodejs,Day2DatabaseConcepts1,Exercise,XP,SQL,2,6630,213,Week6DatabasesAndNodejs/Day2DatabaseConcepts1/Exercises/ExercisesXP/xp_sql_answers.sql,Week6DatabasesAndNodejs/Day2DatabaseConcepts1/Exercises/ExercisesXP/xp_sql_answers.sql,True,Week6DatabasesAndNodejs/Day2DatabaseConcepts1/Exercises/ExercisesXP/README.md,,,unverified,unverified
Week6DatabasesAndNodejs/Day3DatabaseConcepts2/Exercises/ExercisesXP,ExercisesXP,week6databasesandnodejs-day3databaseconcepts2-exercises-exercisesxp,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week6DatabasesAndNodejs,Day3DatabaseConcepts2,Exercise,XP,SQL,2,8362,232,Week6DatabasesAndNodejs/Day3DatabaseConcepts2/Exercises/ExercisesXP/xp_dvdrental_relationships.sql,Week6DatabasesAndNodejs/Day3DatabaseConcepts2/Exercises/ExercisesXP/xp_dvdrental_relationships.sql,True,Week6DatabasesAndNodejs/Day3DatabaseConcepts2/Exercises/ExercisesXP/README.md,,,unverified,unverified
Week6DatabasesAndNodejs/Day3DatabaseConcepts2/Exercises/ExercisesXPGold,ExercisesXPGold,week6databasesandnodejs-day3databaseconcepts2-exercises-exercisesxpgold,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week6DatabasesAndNodejs,Day3DatabaseConcepts2,Exercise,XP Gold,SQL,2,9012,246,Week6DatabasesAndNodejs/Day3DatabaseConcepts2/Exercises/ExercisesXPGold/xp_gold_dvdrental.sql,Week6DatabasesAndNodejs/Day3DatabaseConcepts2/Exercises/ExercisesXPGold/xp_gold_dvdrental.sql,True,Week6DatabasesAndNodejs/Day3DatabaseConcepts2/Exercises/ExercisesXPGold/README.md,,,unverified,unverified
Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM,NodejsAppAndNPM,week6databasesandnodejs-day4nodejsintroduction-dailychallenge-nodejsappandnpm,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week6DatabasesAndNodejs,Day4NodejsIntroduction,Daily Challenge,,JSON | JavaScript,15,12246,431,Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM/challenge.js | Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM/colorful-message.js | Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM/greeting.js | Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM/read-file.js | Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM/task-1/app.js | Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM/task-2/app.js | Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM/task-3/app.js,Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM/challenge.js | Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM/task-1/app.js | Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM/task-2/app.js | Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM/task-3/app.js,True,Week6DatabasesAndNodejs/Day4NodejsIntroduction/DailyChallenge/NodejsAppAndNPM/README.md,,,unverified,unverified
Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-1-commonjs-products,exercise-1-commonjs-products,week6databasesandnodejs-day4nodejsintroduction-exercises-exercisesxp-exercise-1-commonjs-products,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week6DatabasesAndNodejs,Day4NodejsIntroduction,Exercise,XP,JSON | JavaScript,4,4579,157,Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-1-commonjs-products/products.js | Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-1-commonjs-products/shop.js,Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-1-commonjs-products/shop.js,True,Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-1-commonjs-products/README.md,,,unverified,unverified
Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-2-esm-average-age,exercise-2-esm-average-age,week6databasesandnodejs-day4nodejsintroduction-exercises-exercisesxp-exercise-2-esm-average-age,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week6DatabasesAndNodejs,Day4NodejsIntroduction,Exercise,XP,JSON | JavaScript,4,4011,140,Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-2-esm-average-age/app.js | Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-2-esm-average-age/data.js,Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-2-esm-average-age/app.js,True,Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-2-esm-average-age/README.md,,,unverified,unverified
Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-3-file-manager-commonjs,exercise-3-file-manager-commonjs,week6databasesandnodejs-day4nodejsintroduction-exercises-exercisesxp-exercise-3-file-manager-commonjs,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week6DatabasesAndNodejs,Day4NodejsIntroduction,Exercise,XP,JSON | JavaScript,6,4581,158,Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-3-file-manager-commonjs/app.js | Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-3-file-manager-commonjs/fileManager.js,Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-3-file-manager-commonjs/app.js,True,Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-3-file-manager-commonjs/README.md,,,unverified,unverified
Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-4-esm-todo,exercise-4-esm-todo,week6databasesandnodejs-day4nodejsintroduction-exercises-exercisesxp-exercise-4-esm-todo,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week6DatabasesAndNodejs,Day4NodejsIntroduction,Exercise,XP,JSON | JavaScript,5,6202,234,Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-4-esm-todo/todoApp/app.js | Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-4-esm-todo/todoApp/todo.js,Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-4-esm-todo/todoApp/app.js,True,Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-4-esm-todo/README.md,,,unverified,unverified
Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-5-math-app,exercise-5-math-app,week6databasesandnodejs-day4nodejsintroduction-exercises-exercisesxp-exercise-5-math-app,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week6DatabasesAndNodejs,Day4NodejsIntroduction,Exercise,XP,JSON | JavaScript,5,5834,208,Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-5-math-app/math-app/app.js | Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-5-math-app/math-app/math.js,Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-5-math-app/math-app/app.js,True,Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-5-math-app/README.md,,,unverified,unverified
Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-6-npm-beginner-chalk,exercise-6-npm-beginner-chalk,week6databasesandnodejs-day4nodejsintroduction-exercises-exercisesxp-exercise-6-npm-beginner-chalk,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week6DatabasesAndNodejs,Day4NodejsIntroduction,Exercise,XP,JSON | JavaScript,4,5448,183,Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-6-npm-beginner-chalk/npm-beginner/app.js,Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-6-npm-beginner-chalk/npm-beginner/app.js,True,Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-6-npm-beginner-chalk/README.md,,,unverified,unverified
Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-7-file-explorer,exercise-7-file-explorer,week6databasesandnodejs-day4nodejsintroduction-exercises-exercisesxp-exercise-7-file-explorer,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week6DatabasesAndNodejs,Day4NodejsIntroduction,Exercise,XP,JSON | JavaScript,6,5632,199,Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-7-file-explorer/file-explorer/copy-file.js | Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-7-file-explorer/file-explorer/read-directory.js,Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-7-file-explorer/file-explorer/read-directory.js | Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-7-file-explorer/file-explorer/copy-file.js,True,Week6DatabasesAndNodejs/Day4NodejsIntroduction/Exercises/ExercisesXP/exercise-7-file-explorer/README.md,,,unverified,unverified
